HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Activity,Answer.WritingTexts,Approve,Reject
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3I7DHKZYGOFNHKTEVAAZ7R6W2USF5R,AMI7O28BUU547,Approved,Sun Nov 26 12:27:34 PST 2017,Sun Nov 26 12:30:16 PST 2017,Wed Nov 29 12:30:16 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,162,100% (1/1),100% (1/1),100% (1/1),Watch_TV|Sleep|Bed_Toilet_Transition|Sleep|Housekeeping,"Turn on the lights here because I'm done watching TV|I'm going to read, can you turn the lights off in 30 minutes?|I have to go to the bathroom. Turn on the lights very dimly. |It's bedtime for my kids, turn off the lights in all bedrooms. |I need to find my phone. Turn on the lights in here.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3ITXP059PXY4SODLQWESF08G9IYJSB,A296KSWR3SDPVL,Approved,Fri Nov 24 16:18:18 PST 2017,Fri Nov 24 16:21:44 PST 2017,Mon Nov 27 16:21:44 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,206,100% (1/1),100% (1/1),100% (1/1),Housekeeping|Leave_Home|Enter_Home|Watch_TV|Meal_Preparation,"Turn on the lights, I'm cleaning the bathroom.|Turn off the lights, I'm leaving the house.|Turn on the lights, I just got home.|Turn on the TV, I just got home.|Turn on the lights, I am going to cook.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3JRJSWSMQI0SXR6EMG20ACNCCTM3EZ,A2QY33EGEW6DTD,Approved,Fri Nov 24 13:17:45 PST 2017,Fri Nov 24 13:22:39 PST 2017,Mon Nov 27 13:22:39 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,294,100% (1/1),100% (1/1),100% (1/1),Bed_Toilet_Transition|Work|Leave_Home|Personal_Hygiene|Work,"When i'm leaving a room, turn off the lights.|turn on the lights in the study since im doing homework |i'm going out now so turn off the lights |turn on the lights when i'm in the bathroom |turn on the lights, im reading an email",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3K2755HG5TIILX87AGSI53UOF98FDD,AMNOFE0RTIJ6X,Approved,Sat Nov 25 08:00:37 PST 2017,Sat Nov 25 08:04:57 PST 2017,Tue Nov 28 08:04:57 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,260,100% (1/1),100% (1/1),100% (1/1),Leave_Home|Bed_Toilet_Transition|Sleeping_Not_in_Bed|Meal_Preparation|Enter_Home,Turn down the thermostat when I leave the house.|Turn on the light when I go to the bathroom in the middle of the night|Turn the lights down when I am sleeping on the couch|Preheat the oven to 350 degrees when I'm in the kitchen cooking|Turn on the porch light when I am entering my house,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3LOTDFNYA8EHU38YRBX8XRJ9MNVFWZ,AUG2YR37BY9BK,Approved,Fri Nov 24 13:11:41 PST 2017,Fri Nov 24 13:14:55 PST 2017,Mon Nov 27 13:14:55 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,194,100% (1/1),100% (1/1),100% (1/1),Work|Eating|Sleep|Bed_Toilet_Transition|Enter_Home,"Turn off the lights, I am going to work.|I just finished cooking, turn on dining room lights.|Turn off TV, I'm sleeping|Turn on lights, I have to go to the bathroom|I just got home, turn on lights!",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3LS2AMNW5G56GJP5E5HSSWA1QOTOQG,A38I92BOVWJZYA,Approved,Fri Nov 24 18:05:04 PST 2017,Fri Nov 24 18:10:47 PST 2017,Mon Nov 27 18:10:47 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,343,100% (1/1),100% (1/1),100% (1/1),Bed_Toilet_Transition|Enter_Home|Personal_Hygiene|Housekeeping|Sleeping_Not_in_Bed,"turn on the bathroom lights since I am heading over there.|I am about to go inside, so turn on all lights on the first floor.|turn on the bedroom lights when I am clipping my toenails.|turn on the lights in my garage when I am cleaning it.|I am sleeping in the living room, so please turn off the lights.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3MX2NQ3YCA94H6KZV4GLDY636YGX5Q,A8WI60HLNHUX9,Approved,Sat Nov 25 21:39:10 PST 2017,Sat Nov 25 21:41:37 PST 2017,Tue Nov 28 21:41:37 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,147,100% (1/1),100% (1/1),100% (1/1),Leave_Home|Enter_Home|Housekeeping|Watch_TV|Sleep,"After I leave, turn the lights off. |When I am entering, turn the lights on. |When I am housekeeping, only turn on the lights in the room I am occupying. |While I am watching TV, turn off all the lights in rooms I am not using. |When I am sleeping, turn off the lights.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3OHYZ19UGDKET3IOP9K62WVWM8FOAL,A1IC44NONW9GNL,Approved,Sat Nov 25 23:46:07 PST 2017,Sat Nov 25 23:49:43 PST 2017,Tue Nov 28 23:49:43 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,216,100% (1/1),100% (1/1),100% (1/1),Personal_Hygiene|Enter_Home|Sleep|Watch_TV|Meal_Preparation,"Turn on the lights when I'm in the bathroom.|Turn on the lights when I open the door.|Shut the lights off since I'm on bed.|Turn off the lights, I'm watching TV now.|Turn on the lights when I'm on the kitchen.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3OS4RQUCRAUP60ANWK1CAD6OCO5BFB,AAI7V9VASGBIY,Approved,Sat Nov 25 11:47:04 PST 2017,Sat Nov 25 11:51:35 PST 2017,Tue Nov 28 11:51:35 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,271,100% (1/1),100% (1/1),100% (1/1),Bed_Toilet_Transition|Enter_Home|Sleep|Watch_TV|Bathing,Please turn the lights on low for me to go to the bathroom.|When I enter the home please turn on the lights in the living room.|Turn off all lights in the house while I am sleeping.|Dim the lights in this room and turn off all other lights when I watch TV.|Turn off all lights except the bathroom and bedroom lights when I am bathing.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3QHK8ZVMINXB6SKJIV4A5QB89NQBLL,A35IGG3NIWL4A3,Submitted,Sun Nov 26 19:32:54 PST 2017,Sun Nov 26 19:34:06 PST 2017,Wed Nov 29 19:34:06 PST 2017,,,,72,0% (0/0),0% (0/0),0% (0/0),Meal_Preparation|Personal_Hygiene|Sleeping_Not_in_Bed|Sleep|Work,"When I'm cooking, turn the lights on.|The lights should be on when I wash my face.|I'm taking a nap, so turn the lights off.|I'm sleeping, so the lights should be off.|I'm working, so turn the lights on.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3R2PKQ87NXN5ZIGAOHX6RQUA4H1IM2,A2KWML3OM50ZQH,Approved,Sun Nov 26 10:47:20 PST 2017,Sun Nov 26 10:55:11 PST 2017,Wed Nov 29 10:55:11 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,471,100% (1/1),100% (1/1),100% (1/1),Sleeping_Not_in_Bed|Wandering_in_room|Bathing|Bed_Toilet_Transition|Meal_Preparation,"I am sleeping on the couch, turn off the lights|I am looking for something, so turn on the lights |I am taking a shower/bath, turn on the lights|Turn on the lights when I am in the bathroom|When I am in the kitchen cooking, tun off the lights in other rooms",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3RSDURM96B1TDU32B1VQ06JPLXMYEB,A38R87SK8GZC4D,Approved,Sun Nov 26 06:48:28 PST 2017,Sun Nov 26 06:51:45 PST 2017,Wed Nov 29 06:51:45 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,197,100% (1/1),100% (1/1),100% (1/1),Leave_Home|Housekeeping|Enter_Home|Sleep|Personal_Hygiene,"I am leaving home, turn off all lights in all rooms.|Turn on lights when I enter each room.|I am home, turn on all lights on the main level.|I am going to bed, turn off lights in bedroom.|Turn on lights in bathroom, I am brushing my teeth.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3SUWZRL0MZSRUATW5I0YHFZWMLK6E6,A3EF6LHOKEYFIC,Approved,Fri Nov 24 21:04:54 PST 2017,Fri Nov 24 21:06:47 PST 2017,Mon Nov 27 21:06:47 PST 2017,Sun Nov 26 17:42:28 PST 2017,,,113,100% (1/1),100% (1/1),100% (1/1),Enter_Home|Sleeping_Not_in_Bed,"I am home, please turn on first floor lights. |I am napping on my couch, please turn off lights from the rest of the house.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3U8YCDAGXQVLD2XMCKFH2VEJSNFQ0Y,A1T30FB6B4858C,Approved,Sat Nov 25 20:40:42 PST 2017,Sat Nov 25 20:47:53 PST 2017,Tue Nov 28 20:47:53 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,431,100% (1/1),100% (1/1),100% (1/1),Enter_Home|Bathing|Wandering_in_room|Sleep|Watch_TV,"Turn the lights on, I'm home.|Turn lights on, bathroom.|Turn lights on, room.|Bed time, turn lights off.|Turn lights on in the living room.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3VZLGYJEYMP2OK4O2SN122DY7ZPZX4,A2YTWLFEYAY5XV,Submitted,Sun Nov 26 20:35:15 PST 2017,Sun Nov 26 20:37:48 PST 2017,Wed Nov 29 20:37:48 PST 2017,,,,153,0% (0/0),0% (0/0),0% (0/0),Wandering_in_room|Personal_Hygiene|Leave_Home|Sleeping_Not_in_Bed|Sleep,"Turn on the lights, I entering the master bedroom.|Turn on the lights in the master bathroom.|Turn off the lights, I am leaving the residence.|Turn off the lights in the living room, I am taking a nap.|Turn off the lights in the bedroom.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3Y54SXRO1M0EL41URVNWW7DDSILUTK,A41K2FMSW0GKM,Approved,Sat Nov 25 12:25:20 PST 2017,Sat Nov 25 12:28:12 PST 2017,Tue Nov 28 12:28:12 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,172,100% (1/1),100% (1/1),100% (1/1),Leave_Home|Work|Meal_Preparation|Bathing|Enter_Home,"Turn on the lights in the bedroom, I am getting up |Turn off the lights, I am going to work|Turn the lights on, I am making cereal|Turn off the lights, I am going to the bathroom|Turn on the lights, I'm scared of the dark",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3YT88D1N09DVJRYOI2D3870HWR03K3,A3KL4C62M9LRLR,Approved,Fri Nov 24 16:27:13 PST 2017,Fri Nov 24 16:29:50 PST 2017,Mon Nov 27 16:29:50 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,157,100% (1/1),100% (1/1),100% (1/1),Wandering_in_room|Sleep|Eating|Bed_Toilet_Transition|Bathing,"I'm heading to bed, so turn off the lights.|Keep the lights on for 15 minutes after I get into bed, then turn them off.|Turn off the kitchen lights, I'm in the dining room|Turn on the bathroom lights, I need to pee.|Turn off the downstairs lights since I'm in the bathroom",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3YWRV122CTEVNK96OXC15BHQE468UD,APLHXZEW3QCVP,Approved,Fri Nov 24 21:18:12 PST 2017,Fri Nov 24 21:21:35 PST 2017,Mon Nov 27 21:21:35 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,203,100% (1/1),100% (1/1),100% (1/1),Enter_Home|Wandering_in_room|Wandering_in_room|Wandering_in_room|Leave_Home,"When I am walking in the house turn on the lights.|Turn on the lights when I am entering a room.|Turn off the lights when I exit a room.|When I am waking up turn on the lights in the bedroom, bathroom, and kitchen.|When I am leaving home turn on the tv and leave the living room light on for the dogs.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3Z7VU45IPZWUYJJVVZ2U7T9X2HXZ1T,A3S8TUZ94SKSDC,Approved,Sat Nov 25 07:24:06 PST 2017,Sat Nov 25 07:32:44 PST 2017,Tue Nov 28 07:32:44 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,518,100% (1/1),100% (1/1),100% (1/1),Work|Bathing|Meal_Preparation|Sleeping_Not_in_Bed|Wandering_in_room,"Turn on the lights in my cabinet, since I need to catch up with work. |Turn on the lights in the bathroom, I'm going to take a bath. |Turn on the lights in the kitchen, I'm going to cook a dinner. |Turn off the lights in the living room, I'm going to take a nap. |Whenever I enter a room, turn on the lights.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3ZY8KE4ISKI163Y2FH36NO49MJKVQN,A38G1U9C7CUHOU,Approved,Sat Nov 25 18:15:58 PST 2017,Sat Nov 25 18:19:50 PST 2017,Tue Nov 28 18:19:50 PST 2017,Sun Nov 26 17:42:29 PST 2017,,,232,100% (1/1),100% (1/1),100% (1/1),Eating|Work|Enter_Home|Bathing|Sleep,Turn off the TV when im eating.|Turn of the lights when i leave for work|Turn on the light when im entering the home|Turn on the music when im bathing|Turn off all light when im in bed sleeping,,
